loan_amount,customer_income,age,tenure,previous_loans,repayment_history,target
5,5416,54,8,4,1,1
9,6445,42,1,3,0,1
8,5530,35,7,2,1,1
17,3286,36,4,0,1,0
16,9518,40,5,4,1,0
17,5179,55,6,1,0,0
17,9753,35,5,2,1,1
18,7158,43,1,2,0,0
7,9052,23,9,4,1,1
17,8302,21,2,3,0,0
10,5654,46,9,3,1,0
6,9102,51,2,3,1,1
7,4359,34,9,1,1,1
9,9408,33,6,4,1,1
19,2444,19,9,4,0,0
13,8441,51,6,3,0,0
6,7047,25,6,3,1,1
14,2035,30,2,0,1,0
12,7203,59,8,0,0,0
18,3475,25,3,2,1,0
6,5957,47,7,2,1,1
15,3798,49,5,4,0,0
17,3845,53,3,4,0,0
9,3408,47,1,1,0,1
11,7291,18,8,1,1,1
12,7495,56,3,0,1,1
5,3708,34,2,2,1,1
10,7481,37,1,0,1,1
5,8702,41,4,0,0,1
6,4938,39,8,2,1,1
19,8284,46,3,1,1,1
5,9030,39,1,2,0,1
15,9285,26,4,3,1,0
9,3300,54,9,3,1,1
14,8869,27,1,3,1,0
19,3243,53,2,4,1,0
13,5976,54,9,1,0,0
10,5097,45,2,1,0,0
15,6616,45,3,4,1,0
15,7902,59,7,0,0,0
5,2009,38,3,3,1,1
17,7079,41,9,3,1,0
5,4425,59,6,0,1,1
6,7752,57,3,2,1,1
13,3660,19,9,2,1,0
7,8825,25,1,1,1,1
19,4631,44,3,4,1,0
5,8295,39,1,1,0,1
9,6815,54,2,2,0,1
11,3072,44,8,0,1,0
10,5225,46,7,1,0,0
16,6954,20,2,3,0,0
5,3316,30,2,3,0,1
9,7699,27,9,0,1,1
19,6145,53,6,2,1,1
9,8807,26,5,3,0,1
10,8674,44,6,3,1,0
7,5683,51,9,4,1,1
9,9227,18,7,1,0,1
11,9334,49,9,2,1,1
9,5273,42,4,1,1,1
9,9000,46,2,2,1,1
9,2145,24,8,3,1,1
14,7010,20,4,4,0,0
14,9843,37,9,1,1,1
7,5040,37,4,3,0,1
5,3462,47,8,2,1,1
9,8385,52,9,1,1,1
18,6676,52,9,1,1,1
13,8830,56,4,3,0,0
18,3584,44,1,1,1,0
5,2482,43,3,4,1,1
7,5179,31,9,4,1,1
17,3249,34,4,3,1,0
17,6768,35,5,2,1,1
8,2630,46,7,3,1,1
18,8804,37,5,4,1,0
5,2661,44,4,0,1,1
5,5503,35,2,0,1,1
12,4852,21,2,1,1,1
6,9822,18,4,1,0,1
16,4466,18,9,0,1,1
19,2987,43,8,4,1,0
12,9622,37,3,1,0,0
11,9327,40,9,3,1,0
14,3546,27,5,3,1,0
14,2649,28,3,4,1,0
6,2968,58,5,1,1,1
10,4637,58,4,3,0,0
10,3100,22,8,1,0,0
7,8652,18,5,1,1,1
15,2440,34,8,3,0,0
6,9421,39,9,0,0,1
16,7016,51,4,3,1,0
5,2769,58,7,4,1,1
10,3343,46,2,2,1,0
16,7922,21,6,3,1,0
9,6358,22,8,1,0,1
18,9764,28,7,1,0,0
18,5729,38,7,3,1,0
15,5906,52,8,2,1,1
13,3577,29,7,3,0,0
5,9541,43,5,2,1,1
19,8780,36,7,2,0,0
19,9334,24,3,4,1,0
11,6008,24,5,1,0,0
19,9920,43,7,1,0,0
9,8602,57,9,2,0,1
9,7094,22,2,1,1,1
18,5351,38,4,0,1,1
6,6795,31,7,2,1,1
15,4349,21,1,1,1,1
7,5602,40,2,0,1,1
11,7699,59,9,4,0,0
10,3241,37,7,1,1,0
16,3125,32,7,0,1,0
6,4601,46,6,3,1,1
10,8431,25,3,3,0,0
6,3190,58,3,0,1,1
6,8764,36,2,2,0,1
6,7101,56,6,2,1,1
18,6131,45,4,1,0,0
19,6839,44,5,3,1,0
15,7860,21,3,2,1,1
7,6448,32,6,2,1,1
19,9843,52,3,3,1,0
6,8018,54,8,4,1,1
8,2072,18,9,2,1,1
13,8791,20,4,0,1,1
10,7472,41,9,1,1,1
5,3914,44,7,2,1,1
12,7189,57,3,2,0,0
19,4472,53,7,4,1,0
16,5046,51,1,0,1,1
18,2707,46,3,1,1,0
11,3804,41,6,2,1,0
14,8704,41,4,1,1,1
7,8971,59,7,3,0,1
5,5713,21,3,2,0,1
9,7051,20,1,2,0,1
17,4564,51,9,3,1,0
8,4475,40,6,4,1,1
14,5610,40,8,2,1,1
12,6255,22,3,1,1,1
5,8292,48,8,0,0,1
14,4823,58,2,1,1,1
5,9397,23,4,4,1,1
16,3735,54,3,0,1,0
8,3585,27,1,1,1,1
12,2066,57,7,1,1,0
9,5061,24,2,3,1,1
6,9979,56,4,4,1,1
10,4428,55,9,3,0,0
9,6153,38,6,0,0,1
6,9426,37,8,3,1,1
17,2341,20,2,4,1,0
18,7249,39,7,2,1,1
15,4774,21,6,2,1,1
15,7291,45,9,0,1,1
15,4817,29,7,2,0,0
7,4661,55,1,3,1,1
19,3232,53,8,0,1,0
13,5874,58,3,4,0,0
11,4401,22,2,0,1,1
11,3494,30,3,0,1,0
19,7917,40,6,1,1,1
15,6211,47,3,1,1,1
10,9431,54,5,0,1,1
12,2661,42,6,2,1,0
8,5883,44,8,1,1,1
12,7561,31,7,4,1,0
8,5619,53,8,3,0,1
12,8596,56,3,1,1,1
13,3868,33,4,0,0,0
7,9644,39,6,2,0,1
7,4334,38,7,3,1,1
15,5374,38,9,1,0,0
17,3016,25,1,2,1,0
6,6406,33,8,2,0,1
17,2207,48,8,2,1,0
14,4665,59,6,0,0,0
7,4493,27,4,4,0,1
7,8813,49,3,2,0,1
9,2632,51,3,3,1,1
9,4102,26,6,1,1,1
6,4959,34,8,3,0,1
16,5083,28,7,0,1,1
14,6752,49,1,0,1,1
17,7519,27,6,3,1,0
10,3931,39,7,4,1,0
9,5719,34,7,0,1,1
10,9123,21,9,0,0,0
5,4562,42,5,3,1,1
9,3679,38,1,0,1,1
13,9709,54,2,4,1,0
16,2236,55,4,4,0,0
14,9446,18,5,4,0,0
18,6443,42,9,1,1,1
6,8770,53,1,4,1,1
5,9271,34,3,4,1,1
18,6725,58,5,1,1,1
14,3540,41,3,2,0,0
17,8099,19,4,0,1,1
15,5943,57,3,4,1,0
13,7367,32,4,0,1,1
14,2363,49,1,3,0,0
13,4368,56,8,0,1,1
19,9800,23,4,1,1,1
13,2285,18,7,0,0,0
10,2148,40,2,0,1,0
19,7203,56,2,0,1,1
12,6037,34,6,2,0,0
18,8549,51,2,2,1,1
15,9121,58,6,3,1,0
19,6551,46,2,1,1,1
17,3766,26,4,0,1,0
5,6895,30,7,0,1,1
14,7280,23,8,0,0,0
8,3012,23,3,0,1,1
5,4831,37,9,2,1,1
12,4507,20,2,3,1,0
5,9717,34,8,4,1,1
7,3523,29,8,1,0,1
17,4785,18,4,0,1,1
8,4556,34,1,3,1,1
19,5725,20,1,4,0,0
19,9971,43,2,3,1,0
19,6576,32,9,2,1,1
12,7782,53,2,4,1,0
10,8257,49,2,3,0,0
18,8892,49,6,2,1,1
14,3601,21,7,3,0,0
16,4408,35,7,3,0,0
11,2340,36,9,4,1,0
18,4817,52,6,2,0,0
12,8106,57,8,0,0,0
6,8904,31,6,1,0,1
17,9112,50,2,4,0,0
14,4496,31,1,2,0,0
18,7962,51,5,3,1,0
15,6930,21,9,2,0,0
12,7299,41,8,1,0,0
7,3725,46,4,1,0,1
11,9574,36,5,0,1,1
7,3689,23,5,0,1,1
19,5267,50,6,1,1,1
11,9633,57,3,4,1,0
18,6406,36,5,4,1,0
15,2261,18,2,3,1,0
19,3442,22,1,0,0,0
16,2405,44,1,3,1,0
17,4190,33,7,0,1,1
6,6437,23,2,1,1,1
14,7435,57,4,4,0,0
10,9268,30,5,4,1,0
7,2243,52,7,1,0,1
7,6585,36,2,3,0,1
19,6107,29,6,3,1,0
13,9406,33,1,2,1,1
11,2560,27,7,0,1,0
9,6137,42,9,3,1,1
16,4725,37,5,1,0,0
14,2593,48,5,3,0,0
11,7548,21,4,4,0,0
13,3826,40,3,0,1,0
5,5229,19,9,2,0,1
11,5287,39,5,0,0,0
10,6073,54,8,4,1,0
14,7789,25,9,4,0,0
18,9629,24,5,4,1,0
16,2133,31,9,4,1,0
13,5138,20,2,1,1,1
5,5919,33,9,2,1,1
17,9174,36,4,4,1,0
8,7043,35,6,4,0,1
13,9693,33,6,3,1,0
8,2072,25,6,2,1,1
14,6494,50,2,0,0,0
7,7524,29,7,2,0,1
13,9842,28,6,2,1,1
17,8721,22,1,2,1,1
6,9002,44,2,4,1,1
19,6225,29,7,4,1,0
8,4978,34,1,1,0,1
19,9633,23,1,0,1,1
10,9373,50,1,3,1,0
6,7907,22,8,2,0,1
19,8097,45,4,0,1,1
12,9935,31,4,0,1,1
12,6361,22,2,1,1,1
5,7656,50,1,3,0,1
16,3985,58,9,2,1,0
7,2792,36,7,3,1,1
14,8396,39,4,1,1,1
13,8965,22,6,4,1,0
9,7408,19,2,0,0,1
10,6259,47,7,2,1,1
8,2094,56,2,4,1,1
14,7901,21,8,1,0,0
6,8976,50,8,3,1,1
15,3133,30,1,0,1,0
12,8479,37,8,2,1,1
15,6917,24,2,4,0,0
17,2237,32,6,4,1,0
10,8524,40,1,0,1,1
9,9603,31,5,3,1,1
13,4946,40,7,1,1,1
5,4530,36,1,3,1,1
9,3960,46,2,3,0,1
10,9045,37,7,3,1,0
9,3048,46,6,0,1,1
10,7772,41,3,0,1,1
10,9284,35,2,1,0,0
11,4529,27,4,3,1,0
8,9559,58,3,0,1,1
18,4964,25,7,1,1,1
15,9137,43,8,1,0,0
18,2963,46,2,3,0,0
18,2536,27,7,2,1,0
18,9246,34,8,3,0,0
19,7699,19,6,2,1,1
12,9340,23,6,1,0,0
11,8075,22,1,0,1,1
13,9179,45,4,4,1,0
11,9967,58,1,1,1,1
7,6223,22,4,0,1,1
7,5679,35,2,1,1,1
19,6187,43,5,3,0,0
12,5724,37,9,2,0,0
9,2542,58,3,1,1,1
8,2845,44,8,0,1,1
12,5603,29,3,3,1,0
19,7777,24,6,4,1,0
10,5036,20,4,3,1,0
6,7947,27,8,2,1,1
8,4494,51,6,3,0,1
16,6485,42,8,4,1,0
15,4719,52,1,0,1,1
8,3884,33,6,1,1,1
19,6138,19,1,2,1,1
10,6349,41,1,4,1,0
10,5201,27,8,2,1,1
5,7179,55,7,3,1,1
18,4710,39,3,2,0,0
12,8610,43,6,4,0,0
10,8430,56,9,1,1,1
7,9154,44,7,1,1,1
18,7636,46,3,2,1,1
13,9634,55,6,0,0,0
6,3953,37,4,2,0,1
19,8921,44,3,3,1,0
15,8488,58,9,1,1,1
12,6737,37,2,1,1,1
14,8525,36,1,1,1,1
7,5850,37,2,0,0,1
17,2689,52,7,0,1,0
16,7372,19,1,4,1,0
9,3950,47,6,2,0,1
10,7175,51,7,2,1,1
14,7582,39,9,3,0,0
10,2456,20,8,1,0,0
8,7078,23,6,0,0,1
7,4130,32,3,3,0,1
8,5976,44,8,3,1,1
5,7218,27,7,0,1,1
8,6244,26,3,2,1,1
5,7448,50,9,1,1,1
16,3179,49,2,2,0,0
19,6285,23,3,3,0,0
5,5565,58,2,1,1,1
14,2882,53,1,4,1,0
18,8406,19,4,3,0,0
10,9247,46,5,2,1,1
9,2399,21,6,2,1,1
18,8907,18,5,2,1,1
15,2608,36,1,0,1,0
19,9427,43,3,3,0,0
8,7891,42,1,1,1,1
17,3638,27,5,2,0,0
15,7671,32,5,2,1,1
7,8928,39,6,0,0,1
5,4148,38,8,1,1,1
10,3382,39,1,3,0,0
6,3403,53,4,4,1,1
12,2819,51,1,0,1,0
14,5292,47,9,3,1,0
9,2819,42,7,4,1,1
11,2419,45,7,2,1,0
14,6219,18,5,2,1,1
16,6517,21,7,1,1,1
6,5302,24,2,4,1,1
17,9857,26,4,2,1,1
12,9230,53,7,2,1,1
6,3508,36,3,1,1,1
8,9795,18,2,3,1,1
5,9870,27,2,2,1,1
19,7693,53,1,0,1,1
9,2767,26,5,0,1,1
13,4044,59,6,3,0,0
5,8626,49,6,4,1,1
13,8662,49,9,1,1,1
15,8298,23,4,0,1,1
19,4139,55,1,0,1,1
12,5029,34,6,3,0,0
10,3549,27,5,4,1,0
11,8598,44,6,4,1,0
7,3764,52,3,3,1,1
18,8140,38,2,0,0,0
19,4645,42,6,1,1,1
5,5716,45,1,0,1,1
9,6605,32,7,4,0,1
18,7302,21,7,0,1,1
16,6481,46,7,1,0,0
16,7693,26,1,2,1,1
6,9898,44,4,0,0,1
18,8548,43,7,3,0,0
9,4293,36,9,2,1,1
12,6837,45,5,3,0,0
15,9758,34,2,3,0,0
13,4708,58,7,3,1,0
6,8793,59,1,0,1,1
16,9638,37,7,4,1,0
7,9993,57,6,2,1,1
7,8007,56,7,1,1,1
5,7542,40,3,4,1,1
12,2900,49,3,0,0,0
10,8208,50,7,3,0,0
16,5084,22,2,1,1,1
17,8356,51,1,2,1,1
12,4009,57,9,4,1,0
15,2241,28,9,4,1,0
13,8636,20,7,1,1,1
9,9380,50,7,0,0,1
18,9860,28,3,2,0,0
16,4385,33,2,1,1,1
18,8116,35,7,3,1,0
7,6268,47,9,2,1,1
9,2671,27,1,4,0,1
9,2163,35,4,1,1,1
9,2464,55,6,4,1,1
7,5042,36,7,4,0,1
15,6592,53,7,4,1,0
18,6795,30,2,0,1,1
14,4442,20,4,4,1,0
18,6798,27,5,3,1,0
8,8036,55,1,3,0,1
13,4355,18,1,2,1,1
17,7887,44,3,4,0,0
14,6278,25,3,4,1,0
13,6724,59,8,1,1,1
6,9961,34,9,0,1,1
12,4557,26,1,2,1,1
12,7827,23,2,4,1,0
11,2545,42,2,1,1,0
12,7683,56,4,0,1,1
18,6719,45,2,2,1,1
7,5835,50,7,2,1,1
17,2593,54,9,4,1,0
10,6839,26,7,2,1,1
5,9394,35,6,1,1,1
11,7864,38,1,2,1,1
19,5804,19,9,3,0,0
19,3459,55,5,1,0,0
5,8044,57,5,0,0,1
13,5493,53,6,0,1,1
5,4601,54,9,4,1,1
5,8164,32,8,4,1,1
19,8697,45,8,3,1,0
11,4444,35,8,0,1,1
6,4672,51,1,0,1,1
18,6200,39,1,0,0,0
9,8335,28,8,0,0,1
12,2016,30,5,2,1,0
12,5191,21,9,1,1,1
7,2392,39,2,1,1,1
11,2424,24,9,3,0,0
7,8272,41,8,2,1,1
10,9297,21,9,0,0,0
10,2571,45,4,0,0,0
7,5631,32,1,4,0,1
11,8172,18,1,4,0,0
7,3120,20,5,3,1,1
12,9177,31,2,0,0,0
14,2241,55,8,3,1,0
8,5897,18,5,2,1,1
19,6095,55,5,1,0,0
19,4279,55,2,0,0,0
17,2788,38,7,2,1,0
5,9451,46,8,0,0,1
8,2714,22,1,4,1,1
18,6854,27,2,3,1,0
11,4849,45,4,4,0,0
15,2775,38,5,1,1,0
8,6026,24,2,4,0,1
17,8869,20,1,0,1,1
10,4247,37,9,4,1,0
13,9088,36,1,0,0,0
5,2078,52,4,1,0,1
17,9099,21,2,4,1,0
9,5926,22,4,3,1,1
15,2855,18,8,3,0,0
11,9340,21,8,3,1,0
5,8610,29,9,4,1,1
18,8724,44,5,4,1,0
8,7535,59,7,4,0,1
10,9083,40,3,0,1,1
6,8592,42,4,1,1,1
14,8230,38,9,3,0,0
9,4148,41,1,0,1,1
15,3031,42,2,3,1,0
14,6940,49,5,0,1,1
5,5271,49,3,4,0,1
10,5576,22,2,3,1,0
10,6182,53,1,4,1,0
17,8186,59,3,3,1,0
19,5456,59,1,2,1,1
19,9788,56,1,0,1,1
8,5506,33,1,2,1,1
17,2407,50,8,0,0,0
12,9650,38,3,1,1,1
8,4711,26,1,3,1,1
12,5088,23,7,1,0,0
19,3668,52,3,1,1,0
17,2147,56,8,0,1,0
12,8420,39,4,2,0,0
9,6327,58,4,4,0,1
17,5897,22,5,0,0,0
19,3950,59,6,4,0,0
8,2365,40,7,1,1,1
16,9395,34,4,4,0,0
17,3674,29,8,2,1,0
6,6531,40,6,0,1,1
15,6494,33,1,2,0,0
19,7330,20,1,2,1,1
7,7510,47,9,0,1,1
7,4546,39,6,2,1,1
8,8683,26,8,3,0,1
8,2562,46,7,3,0,1
14,5562,54,6,3,1,0
15,4489,40,4,4,1,0
15,7380,30,7,2,1,1
9,2772,49,9,0,1,1
8,8493,40,7,0,0,1
15,4037,34,1,4,1,0
18,5423,57,9,0,0,0
14,4567,38,4,3,0,0
12,7439,19,3,2,1,1
10,8281,54,4,0,0,0
10,3573,23,4,0,1,0
12,5694,35,2,1,1,1
11,7087,47,1,1,0,0
19,8511,39,1,1,1,1
14,5291,50,8,2,1,1
18,9504,47,2,3,1,0
15,3246,34,5,3,0,0
16,5719,49,4,3,1,0
14,5839,59,8,2,1,1
17,2359,31,2,2,1,0
12,7016,27,9,1,0,0
18,4376,53,7,0,1,1
6,5009,51,7,4,0,1
13,8606,26,1,4,1,0
5,4993,59,2,0,0,1
19,2962,45,4,1,1,0
12,5632,28,4,0,1,1
16,3827,31,3,0,0,0
15,9549,56,7,4,0,0
16,8979,36,8,1,1,1
16,3613,32,2,2,1,0
8,3640,45,4,4,1,1
8,4216,41,3,2,1,1
9,6312,25,2,1,0,1
12,2377,26,6,0,1,0
9,6214,50,4,3,1,1
12,6285,50,6,3,1,0
19,8910,36,2,1,1,1
14,2369,20,4,3,1,0
5,7897,27,6,2,1,1
16,4196,57,5,3,0,0
19,5747,59,3,1,1,1
14,2651,18,8,1,1,0
13,7978,46,7,2,0,0
10,7607,51,3,3,1,0
7,2769,30,6,3,1,1
17,4421,18,4,0,1,1
18,2780,51,5,4,1,0
12,3716,46,5,1,1,0
13,8303,30,7,0,0,0
10,8494,46,5,1,1,1
15,5983,56,3,0,1,1
11,3311,41,5,4,1,0
5,5359,43,7,0,1,1
18,9035,34,5,1,0,0
9,7345,24,5,3,1,1
9,2522,30,9,1,1,1
14,2521,22,3,2,1,0
18,6878,43,6,2,1,1
8,4320,20,1,2,1,1
10,2935,24,5,2,1,0
11,9569,56,8,4,1,0
13,4230,18,5,3,1,0
5,6040,34,9,3,1,1
19,7784,42,6,1,1,1
10,6583,20,8,0,1,1
11,7946,32,8,1,1,1
7,6941,46,3,1,0,1
12,8267,49,7,1,1,1
19,9128,43,7,1,0,0
9,5697,33,6,3,1,1
19,4837,42,7,0,1,1
13,6083,45,2,1,1,1
9,4461,26,9,3,1,1
13,8099,18,1,1,0,0
14,7844,46,1,2,1,1
8,5243,39,3,1,1,1
13,5359,33,3,1,1,1
9,9602,58,1,4,0,1
14,2685,58,7,2,1,0
13,4160,24,4,0,1,1
7,9031,31,2,1,1,1
19,5988,46,5,0,1,1
8,6066,36,6,2,1,1
13,8265,36,9,1,1,1
14,3567,19,4,4,1,0
15,7341,58,2,3,1,0
10,9798,32,5,4,0,0
6,2038,20,3,4,1,1
11,4544,28,2,3,1,0
6,6875,47,1,3,0,1
15,3256,57,2,3,0,0
6,4990,35,6,1,1,1
15,9697,19,8,0,0,0
5,4196,49,3,0,1,1
15,5468,25,9,3,0,0
15,9165,39,9,4,1,0
16,4708,23,2,2,0,0
15,9805,29,8,3,0,0
7,8023,57,5,4,1,1
10,2301,53,4,4,1,0
12,9527,32,5,1,0,0
13,8381,45,4,1,1,1
11,2646,35,8,0,1,0
8,6758,19,4,0,1,1
10,8379,30,6,2,1,1
9,3759,32,2,2,1,1
12,8346,37,5,2,1,1
5,6351,46,6,2,1,1
5,2597,59,5,4,0,1
17,2661,46,2,4,1,0
19,6330,20,7,0,1,1
15,3368,36,4,1,1,0
10,4581,20,8,1,1,1
14,9003,31,7,3,1,0
16,5868,57,7,4,1,0
6,9948,21,9,2,1,1
9,5537,28,1,2,1,1
5,6865,48,6,3,1,1
11,8684,49,6,1,1,1
5,6308,44,6,2,1,1
8,6558,47,6,1,0,1
13,8579,19,7,3,1,0
5,2282,26,6,1,1,1
8,9729,45,1,1,1,1
10,5678,48,3,1,0,0
10,3486,51,2,2,1,0
16,6082,32,6,0,1,1
19,7526,42,8,4,1,0
17,6183,53,3,1,1,1
12,7163,25,8,1,1,1
5,2460,26,8,1,0,1
11,4325,54,5,0,0,0
5,5754,56,8,3,1,1
17,4468,49,6,2,1,1
18,3724,34,5,0,0,0
11,3376,52,9,1,0,0
7,4743,54,7,0,0,1
15,2514,36,8,0,1,0
12,2702,46,1,0,0,0
7,3653,24,2,3,1,1
18,4066,45,8,4,1,0
18,2022,26,9,2,0,0
17,4460,45,4,3,1,0
5,7149,23,9,3,0,1
17,7926,46,4,4,1,0
17,8251,34,9,3,0,0
18,9534,33,7,0,1,1
12,3304,40,2,0,1,0
7,9295,48,9,1,0,1
6,5300,20,4,3,0,1
5,7230,38,8,1,1,1
18,8279,43,7,2,0,0
7,2361,53,7,0,1,1
19,9353,59,8,2,1,1
6,5727,54,1,4,1,1
6,9751,39,5,0,1,1
10,8272,59,2,2,1,1
16,7995,29,2,4,1,0
5,3284,59,1,2,1,1
6,2514,30,5,4,0,1
18,2448,28,2,4,0,0
10,8019,33,4,0,1,1
7,9271,25,3,1,1,1
19,7602,57,3,4,1,0
8,7343,57,2,4,0,1
5,3855,19,6,0,1,1
12,6969,47,2,1,0,0
17,5562,47,8,3,0,0
11,4520,29,8,3,1,0
11,5081,27,5,1,0,0
7,3428,28,7,2,1,1
14,5967,32,4,0,1,1
14,8445,33,1,1,1,1
7,8374,34,2,3,1,1
18,7850,43,4,4,0,0
6,2922,19,1,3,0,1
16,5137,29,8,4,1,0
5,9080,43,9,0,1,1
11,4159,40,4,4,1,0
11,7132,35,3,1,0,0
16,7512,49,2,4,1,0
6,4547,55,5,2,1,1
11,4979,20,3,1,1,1
17,8741,55,7,0,1,1
12,4281,20,6,1,0,0
5,4649,47,1,2,0,1
13,2313,18,8,0,1,0
11,4613,47,2,3,1,0
7,5083,49,5,2,0,1
12,4256,45,9,0,1,1
11,8093,38,8,4,0,0
15,3037,30,2,1,0,0
19,7752,44,9,0,1,1
17,5489,53,5,1,0,0
12,9604,24,6,4,1,0
10,9544,39,3,0,1,1
13,9187,27,3,3,0,0
19,4634,56,8,2,0,0
9,5983,32,2,0,1,1
7,3778,32,2,4,0,1
7,9902,21,5,0,1,1
5,7110,49,6,1,1,1
16,7189,40,2,0,1,1
19,5895,23,5,3,1,0
12,9378,41,7,0,0,0
6,3124,37,8,2,0,1
7,2697,54,7,0,0,1
12,4179,37,8,1,1,1
18,9790,29,9,0,1,1
12,3404,50,5,3,0,0
18,7251,45,5,4,0,0
15,3043,25,4,0,1,0
8,3929,18,9,0,1,1
8,8679,54,5,2,1,1
9,3013,39,2,3,1,1
10,2226,23,8,4,1,0
9,9321,38,7,1,1,1
18,3828,49,8,0,1,0
19,9909,52,3,4,1,0
11,7588,32,4,1,1,1
6,6917,22,5,3,0,1
11,4023,23,6,3,0,0
14,6966,42,1,4,1,0
11,4452,57,4,1,1,1
5,8345,46,5,3,1,1
11,4085,24,7,4,0,0
9,9085,57,5,3,1,1
7,7891,30,1,3,1,1
17,6283,55,7,3,0,0
7,3080,35,8,2,1,1
8,7036,19,7,1,1,1
17,9187,25,4,4,1,0
16,4320,28,8,4,1,0
6,5190,50,5,1,1,1
6,4630,55,9,1,1,1
5,4563,44,5,1,1,1
19,5292,37,1,1,1,1
9,6621,29,9,0,1,1
8,5586,48,5,4,1,1
15,9895,44,6,0,0,0
14,9908,49,4,3,1,0
19,6431,27,6,3,1,0
6,8841,20,8,4,1,1
7,7174,44,3,3,1,1
11,8643,52,5,1,0,0
11,4947,48,2,0,1,1
16,5959,32,2,1,0,0
8,4813,33,7,3,0,1
9,4583,30,6,0,1,1
9,2161,52,4,1,0,1
10,9837,28,5,4,1,0
18,2593,38,1,1,1,0
13,8034,28,7,3,1,0
6,8302,47,8,0,1,1
9,5259,52,9,4,0,1
16,6155,39,8,0,0,0
7,4962,55,5,4,1,1
8,5888,48,3,0,1,1
14,5390,31,9,3,1,0
10,7997,41,6,4,1,0
16,8354,49,5,2,0,0
12,6501,53,3,0,1,1
5,2663,49,6,0,1,1
14,3132,32,3,1,0,0
18,7195,52,6,4,0,0
12,2541,20,4,2,0,0
15,7433,33,2,3,0,0
18,7093,22,8,1,1,1
11,7236,38,4,2,0,0
5,4974,27,9,4,0,1
6,2867,36,7,2,0,1
7,9871,42,2,0,1,1
5,4066,21,4,0,1,1
18,2431,46,5,1,0,0
13,9852,36,3,4,1,0
12,6835,19,9,4,0,0
6,7469,27,5,2,1,1
17,6278,42,2,1,0,0
13,8256,37,3,4,1,0
11,3206,36,9,0,1,0
13,4528,40,7,2,1,1
10,3169,41,2,3,0,0
10,2830,28,9,0,1,0
15,3651,51,4,1,1,0
18,3136,45,9,4,0,0
8,4810,22,2,0,1,1
14,2475,22,4,3,0,0
14,4810,38,5,3,0,0
17,3326,29,2,1,0,0
17,7066,21,1,0,1,1
6,9992,59,7,2,1,1
11,3019,37,1,0,1,0
9,7237,55,8,3,0,1
15,3836,42,3,1,1,0
10,6256,31,6,1,0,0
6,4448,28,7,2,1,1
9,6293,49,1,1,1,1
14,3283,28,6,1,0,0
8,2659,35,7,1,1,1
13,7871,44,6,1,1,1
10,7166,35,4,1,1,1
6,4010,40,1,3,1,1
5,2398,28,9,0,1,1
9,3733,38,4,4,1,1
13,7678,22,7,1,1,1
10,4125,40,7,4,0,0
14,4171,58,2,4,1,0
16,2074,42,1,3,1,0
11,8280,58,8,1,0,0
9,6697,27,8,4,0,1
14,5471,39,7,1,1,1
10,2836,36,8,2,1,0
9,7624,18,3,2,1,1
15,2499,24,2,2,0,0
13,7692,21,7,4,1,0
19,2137,18,8,2,0,0
10,4097,32,1,3,1,0
15,7890,57,9,3,1,0
12,7068,29,4,4,0,0
6,7738,39,4,1,1,1
16,5696,39,3,0,1,1
17,3885,34,6,1,1,0
13,8397,46,1,1,1,1
9,9797,31,6,1,1,1
11,8124,37,2,1,1,1
14,4757,50,9,0,0,0
17,5920,32,2,2,0,0
5,3900,29,7,1,0,1
14,4610,57,1,3,1,0
9,8900,37,7,4,1,1
16,5986,47,5,4,1,0
18,3449,55,8,3,1,0
14,2546,20,4,1,1,0
18,9469,45,7,0,1,1
6,7017,43,6,2,1,1
16,6676,47,5,4,1,0
10,7468,30,4,2,1,1
15,9999,30,7,0,0,0
5,8052,19,5,4,1,1
7,4003,54,5,2,0,1
9,4096,55,1,0,0,1
8,9060,19,2,2,1,1
7,9241,53,5,1,1,1
14,2703,43,3,0,1,0
17,8404,28,2,2,1,1
9,4403,25,4,1,1,1
15,9749,57,4,1,0,0
12,3625,39,4,0,1,0
15,5331,37,4,3,1,0
8,6733,25,3,4,1,1
5,8886,46,7,0,1,1
15,9462,57,9,1,1,1
11,7105,43,5,1,0,0
12,4978,47,4,0,1,1
7,6736,34,2,3,1,1
10,4839,37,2,4,1,0
6,5384,33,5,2,0,1
11,4659,24,7,0,1,1
19,3861,33,9,4,1,0
12,4856,44,7,4,0,0
10,7301,40,5,1,1,1
10,2685,41,6,2,0,0
9,7947,26,3,0,1,1
12,9531,52,5,1,1,1
5,6283,37,8,1,1,1
14,9736,54,1,3,1,0
8,9710,59,1,4,0,1
19,3619,34,7,0,1,0
8,7783,48,5,0,1,1
7,7080,25,5,0,0,1
7,6643,32,1,1,1,1
8,8868,48,9,3,1,1
15,9069,47,1,2,0,0
5,3431,37,5,1,0,1
18,2875,56,9,2,0,0
15,6713,29,4,3,1,0
17,4461,34,8,4,1,0
15,3365,59,6,0,1,0
6,3243,47,3,2,1,1
13,6998,46,4,1,1,1
14,2162,36,2,2,1,0
6,3974,28,1,4,0,1
9,5291,51,8,0,1,1
13,2269,24,1,2,1,0
13,2631,51,1,4,1,0
12,2905,37,4,1,1,0
5,5471,55,6,3,1,1
5,5253,41,9,1,1,1
13,4014,27,1,0,0,0
17,3641,49,7,1,1,0
15,9896,32,5,1,0,0
12,2204,54,8,1,1,0
